	gene_id	gene_name	location	lncRNA ID	simplified_biotype	gene_class	w0 TPM	w1 TPM	w2 TPM	w3 TPM	w4 TPM	w5 TPM	tcons_id	xloc_id	mappable_genomes	annotated_genomes	expressed_genomes
157560	ENSG00000120616.11	EPC1	chr10:32550384-32668392 (-)		protein_coding	protein coding mRNAs	2.19	2.515	3.325	3.09	3.51	3.605	TCONS_00074395	XLOC_008153	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
157721	ENSG00000120675.4	DNAJC15	chr13:43597279-43694156 (+)		protein_coding	protein coding mRNAs	3.49	3.455	2.87	2.425	2.47	1.285	TCONS_00154743	XLOC_016458	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
157728	ENSG00000120675.4	DNAJC15	chr13:43597279-43694156 (+)		protein_coding	protein coding mRNAs	3.49	3.455	2.87	2.425	2.47	1.285	TCONS_00154735	XLOC_016458	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
157911	ENSG00000120690.9	ELF1	chr13:41496573-41636143 (-)		protein_coding	protein coding mRNAs	1.175	0.995	1.08	0.77	0.495	0.275	TCONS_00161051	XLOC_017376	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
158537	ENSG00000120875.4	DUSP4	chr8:29183648-29208315 (-)		protein_coding	protein coding mRNAs	0.42	0.955	1.185	1.215	2.25	3.54	TCONS_00571275	XLOC_062984	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
158857	ENSG00000120925.9	RNF170	chr8:42704060-42752438 (-)		protein_coding	protein coding mRNAs	1.155	1.22	1.435	1.165	1.29	0.79	TCONS_00572369	XLOC_063137	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
158896	ENSG00000120942.9	UBIAD1	chr1:11333215-11425186 (+)		protein_coding	protein coding mRNAs	1.01	0.825	1.03	0.81	0.885	1.27	TCONS_00002158	XLOC_000203	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
159243	ENSG00000121067.13	SPOP	chr17:47662035-47755562 (-)		protein_coding	protein coding mRNAs	2.125	2.735	3.495	3.77	3.25	2.63	TCONS_00260218	XLOC_027513	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
159247	ENSG00000121067.13	SPOP	chr17:47662035-47755562 (-)		protein_coding	protein coding mRNAs	2.125	2.735	3.495	3.77	3.25	2.63	TCONS_00260245	XLOC_027513	hg19,ponAbe2	hg19,ponAbe2	hg19
159531	ENSG00000121274.8	PAPD5	chr16:50186825-50274589 (+)		protein_coding	protein coding mRNAs	0.875	0.56	0.79	0.96	1.015	0.675	TCONS_00215190	XLOC_023128	hg19,rheMac8	hg19,rheMac8	hg19
160013	ENSG00000121542.7	SEC22A	chr3:122920804-122999433 (+)		protein_coding	protein coding mRNAs	0.875	1.0	1.12	1.12	1.17	0.775	TCONS_00408819	XLOC_043241	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
160512	ENSG00000121753.8	BAI2	chr1:32185649-32230486 (-)		protein_coding	protein coding mRNAs	0.475	0.465	0.695	0.625	1.13	2.23	TCONS_00036184	XLOC_003748	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
160898	ENSG00000121904.13	CSMD2	chr1:33977250-34631456 (-)		protein_coding	protein coding mRNAs	0.88	0.305	0.295	0.28	0.56	1.185	TCONS_00036730	XLOC_003782	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
161268	ENSG00000122034.8	GTF3A	chr13:27998711-28014157 (+)		protein_coding	protein coding mRNAs	3.515	2.78	2.34	2.37	2.425	3.47	TCONS_00153223	XLOC_016286	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
161475	ENSG00000122218.10	COPA	chr1:160255445-160313357 (-)		protein_coding	protein coding mRNAs	8.75	5.08	9.855	7.1	8.685	5.44	TCONS_00049658	XLOC_005135	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
162044	ENSG00000122515.10	ZMIZ2	chr7:44788162-44816377 (+)		protein_coding	protein coding mRNAs	0.57	0.41	0.65	0.56	0.84	1.27	TCONS_00530667	XLOC_058016	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
162371	ENSG00000122643.14	NT5C3A	chr7:33039777-33102763 (-)		protein_coding	protein coding mRNAs	1.31	1.37	1.92	1.915	2.11	1.77	TCONS_00545153	XLOC_059685	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
162531	ENSG00000122705.12	CLTA	chr9:36190879-36317488 (+)		protein_coding	protein coding mRNAs	5.59	4.495	3.895	3.84	3.735	4.835	TCONS_00583422	XLOC_064488	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
162693	ENSG00000122778.5	KIAA1549	chr7:138505873-138666950 (-)		protein_coding	protein coding mRNAs	0.885	0.82	0.96	0.895	1.02	1.245	TCONS_00554183	XLOC_060735	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
162694	ENSG00000122778.5	KIAA1549	chr7:138505873-138666950 (-)		protein_coding	protein coding mRNAs	0.885	0.82	0.96	0.895	1.02	1.245	TCONS_00554182	XLOC_060735	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
162853	ENSG00000122873.7	CISD1	chr10:60027001-60072074 (+)		protein_coding	protein coding mRNAs	1.465	1.335	1.545	1.615	1.91	1.42	TCONS_00062818	XLOC_006880	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
163263	ENSG00000123094.11	RASSF8	chr12:26111162-26232825 (+)		protein_coding	protein coding mRNAs	1.845	1.575	1.94	1.535	1.395	1.24	TCONS_00122287	XLOC_013086	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
163266	ENSG00000123094.11	RASSF8	chr12:26111162-26232825 (+)		protein_coding	protein coding mRNAs	1.845	1.575	1.94	1.535	1.395	1.24	TCONS_00122280	XLOC_013086	hg19	hg19	hg19
163682	ENSG00000123179.9	EBPL	chr13:50226780-50265773 (-)		protein_coding	protein coding mRNAs	2.27	1.19	1.205	0.995	0.94	1.215	TCONS_00162079	XLOC_017488	hg19	hg19	hg19
163718	ENSG00000123200.12	ZC3H13	chr13:46522655-46628793 (-)		protein_coding	protein coding mRNAs	4.11	3.34	3.77	3.345	4.055	3.08	TCONS_00161649	XLOC_017437	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
164115	ENSG00000123352.13	SPATS2	chr12:49760336-49931159 (+)		protein_coding	protein coding mRNAs	2.985	2.57	2.635	2.63	2.97	2.81	TCONS_00124274	XLOC_013324	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
164379	ENSG00000123415.10	SMUG1	chr12:54523477-54582771 (.)		protein_coding	protein coding mRNAs	1.335	1.62	1.46	1.51	1.4	1.52	TCONS_00142732	XLOC_015231	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
164397	ENSG00000123415.10	SMUG1	chr12:54523477-54582771 (.)		protein_coding	protein coding mRNAs	1.335	1.62	1.46	1.51	1.4	1.52	TCONS_00142731	XLOC_015231	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
165020	ENSG00000123933.10	MXD4	chr4:2244567-2263997 (-)		protein_coding	protein coding mRNAs	0.78	1.385	1.56	1.07	1.04	1.115	TCONS_00450190	XLOC_047965	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
165230	ENSG00000124006.10	OBSL1	chr2:220413890-220436798 (-)		protein_coding	protein coding mRNAs	1.25	1.35	2.025	1.785	2.165	1.875	TCONS_00358089	XLOC_037569	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
165485	ENSG00000124126.9	PREX1	chr20:47202119-47526950 (-)		protein_coding	protein coding mRNAs	1.025	1.095	1.895	1.12	1.015	0.86	TCONS_00374324	XLOC_039545	hg19	hg19	hg19
165530	ENSG00000124140.8	SLC12A5	chr20:44650330-44689025 (+)		protein_coding	protein coding mRNAs	0.15	0.075	0.315	0.535	0.785	1.02	TCONS_00366238	XLOC_038550	hg19	hg19	hg19
165537	ENSG00000124140.8	SLC12A5	chr20:44650330-44689025 (+)		protein_coding	protein coding mRNAs	0.15	0.075	0.315	0.535	0.785	1.02	TCONS_00366240	XLOC_038550	hg19	hg19	hg19
165712	ENSG00000124171.4	PARD6B	chr20:49345794-49374348 (+)		protein_coding	protein coding mRNAs	4.005	1.775	1.075	1.24	1.18	2.69	TCONS_00366831	XLOC_038660	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
165721	ENSG00000124171.4	PARD6B	chr20:49345794-49374348 (+)		protein_coding	protein coding mRNAs	4.005	1.775	1.075	1.24	1.18	2.69	TCONS_00366832	XLOC_038660	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
166052	ENSG00000124207.12	CSE1L	chr20:47662754-47717193 (+)		protein_coding	protein coding mRNAs	19.165	11.04	9.03	8.955	7.52	6.775	TCONS_00366534	XLOC_038604	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
166958	ENSG00000124496.8	TRERF1	chr6:42192059-42422312 (-)		protein_coding	protein coding mRNAs	1.355	0.745	1.085	0.735	0.625	0.855	TCONS_00515883	XLOC_056275	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
167316	ENSG00000124587.9	PEX6	chr6:42924074-42952052 (-)		protein_coding	protein coding mRNAs	0.525	0.69	0.88	0.865	0.865	1.215	TCONS_00515917	XLOC_056283	hg19	hg19	hg19
167340	ENSG00000124588.15	NQO2	chr6:2988200-3029673 (+)		protein_coding	protein coding mRNAs	2.705	0.525	0.5	1.02	1.195	1.06	TCONS_00493027	XLOC_053501	hg19	hg19	hg19
167520	ENSG00000124659.5	TBCC	chr6:42709161-42714811 (-)		protein_coding	protein coding mRNAs	1.025	1.095	1.17	1.27	1.325	1.44	TCONS_00515904	XLOC_056279	hg19,panTro4	hg19,panTro4	hg19
167669	ENSG00000124762.9	CDKN1A	chr6:36644037-36659025 (+)		protein_coding	protein coding mRNAs	1.63	0.735	1.275	1.605	5.77	5.335	TCONS_00498746	XLOC_054218	hg19,panTro4	hg19,panTro4	hg19
167703	ENSG00000124766.4	SOX4	chr6:21364265-21606219 (+)		protein_coding	protein coding mRNAs	2.275	4.355	7.405	8.03	13.43	12.86	TCONS_00494891	XLOC_053814	hg19	hg19	hg19
167704	ENSG00000124766.4	SOX4	chr6:21364265-21606219 (+)		protein_coding	protein coding mRNAs	2.275	4.355	7.405	8.03	13.43	12.86	TCONS_00494894	XLOC_053814	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
167705	ENSG00000124766.4	SOX4	chr6:21364265-21606219 (+)		protein_coding	protein coding mRNAs	2.275	4.355	7.405	8.03	13.43	12.86	TCONS_00494889	XLOC_053814	hg19	hg19	hg19
167706	ENSG00000124766.4	SOX4	chr6:21364265-21606219 (+)		protein_coding	protein coding mRNAs	2.275	4.355	7.405	8.03	13.43	12.86	TCONS_00494888	XLOC_053814	hg19	hg19	hg19
168048	ENSG00000124802.7	EEF1E1	chr6:8072899-8102838 (-)		protein_coding	protein coding mRNAs	15.175	4.77	4.395	4.145	3.635	1.975	TCONS_00510498	XLOC_055715	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
168318	ENSG00000124942.9	AHNAK	chr11:62172029-62326451 (-)		protein_coding	protein coding mRNAs	2.915	1.25	0.78	0.7	0.89	1.055	TCONS_00108247	XLOC_011607	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
168328	ENSG00000124942.9	AHNAK	chr11:62172029-62326451 (-)		protein_coding	protein coding mRNAs	2.915	1.25	0.78	0.7	0.89	1.055	TCONS_00108274	XLOC_011607	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
168391	ENSG00000124942.9	AHNAK	chr11:62172029-62326451 (-)		protein_coding	protein coding mRNAs	2.915	1.25	0.78	0.7	0.89	1.055	TCONS_00108230	XLOC_011607	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
168413	ENSG00000124942.9	AHNAK	chr11:62172029-62326451 (-)		protein_coding	protein coding mRNAs	2.915	1.25	0.78	0.7	0.89	1.055	TCONS_00108258	XLOC_011607	hg19,panTro4	hg19,panTro4	hg19
168418	ENSG00000124942.9	AHNAK	chr11:62172029-62326451 (-)		protein_coding	protein coding mRNAs	2.915	1.25	0.78	0.7	0.89	1.055	TCONS_00108251	XLOC_011607	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
168419	ENSG00000124942.9	AHNAK	chr11:62172029-62326451 (-)		protein_coding	protein coding mRNAs	2.915	1.25	0.78	0.7	0.89	1.055	TCONS_00108256	XLOC_011607	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
168581	ENSG00000125107.12	CNOT1	chr16:58539933-58663976 (-)		protein_coding	protein coding mRNAs	14.92	9.75	10.76	9.08	8.105	5.445	TCONS_00228289	XLOC_024373	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
168826	ENSG00000125246.11	CLYBL	chr13:100258931-100557557 (+)		protein_coding	protein coding mRNAs	0.97	0.415	0.69	0.99	1.025	0.295	TCONS_00157563	XLOC_016933	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
168871	ENSG00000125249.6	RAP2A	chr13:98085968-98128713 (+)		protein_coding	protein coding mRNAs	1.79	1.96	2.575	2.57	2.88	2.005	TCONS_00157288	XLOC_016906	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
168919	ENSG00000125257.9	ABCC4	chr13:95653678-95954416 (-)		protein_coding	protein coding mRNAs	0.76	3.18	1.595	1.03	0.565	0.715	TCONS_00163747	XLOC_017730	hg19,rheMac8	hg19,rheMac8	hg19
169441	ENSG00000125450.6	NUP85	chr17:73201495-73236676 (+)		protein_coding	protein coding mRNAs	3.14	2.425	2.51	2.265	1.595	1.585	TCONS_00246419	XLOC_026288	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
169591	ENSG00000125462.12	C1orf61	chr1:156370118-156427143 (-)		protein_coding	protein coding mRNAs	0.09	1.805	0.985	2.68	6.005	15.0	TCONS_00048810	XLOC_005065	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
169978	ENSG00000125648.10	SLC25A23	chr19:6436089-6459993 (-)		protein_coding	protein coding mRNAs	0.875	0.735	0.92	0.955	1.03	1.855	TCONS_00298028	XLOC_031205	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
170146	ENSG00000125676.15	THOC2	chrX:122722411-122866977 (-)		protein_coding	protein coding mRNAs	6.35	5.87	6.45	7.02	5.36	3.56	TCONS_00622246	XLOC_069283	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
170518	ENSG00000125753.9	VASP	chr19:46009292-46036106 (+)		protein_coding	protein coding mRNAs	3.795	0.965	0.925	0.92	1.52	0.56	TCONS_00290606	XLOC_030593	hg19	hg19	hg19
170521	ENSG00000125753.9	VASP	chr19:46009292-46036106 (+)		protein_coding	protein coding mRNAs	3.795	0.965	0.925	0.92	1.52	0.56	TCONS_00290598	XLOC_030593	hg19	hg19	hg19
170554	ENSG00000125753.9	VASP	chr19:46009292-46036106 (+)		protein_coding	protein coding mRNAs	3.795	0.965	0.925	0.92	1.52	0.56	TCONS_00290601	XLOC_030593	hg19	hg19	hg19
170758	ENSG00000125812.11	GZF1	chr20:23341977-23358998 (+)		protein_coding	protein coding mRNAs	0.49	0.735	0.98	1.045	1.2	1.09	TCONS_00363149	XLOC_038243	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
170822	ENSG00000125821.7	DTD1	chr20:18547718-18761565 (+)		protein_coding	protein coding mRNAs	2.525	2.4	2.805	3.415	4.42	4.51	TCONS_00362727	XLOC_038184	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
170937	ENSG00000125841.8	NRSN2	chr20:327020-340304 (+)		protein_coding	protein coding mRNAs	0.93	0.66	0.75	0.76	0.865	1.135	TCONS_00360728	XLOC_037978	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
171084	ENSG00000125846.11	ZNF133	chr20:18248719-18313365 (+)		protein_coding	protein coding mRNAs	0.79	1.045	0.96	1.025	1.255	0.99	TCONS_00362664	XLOC_038177	hg19	hg19	hg19
171645	ENSG00000125970.7	RALY	chr20:32581239-32696158 (+)		protein_coding	protein coding mRNAs	3.64	3.11	3.73	2.975	2.675	4.385	TCONS_00364037	XLOC_038347	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
172179	ENSG00000126217.16	MCF2L	chr13:113548644-113759327 (+)		protein_coding	protein coding mRNAs	0.91	0.88	1.055	1.325	2.235	3.435	TCONS_00158613	XLOC_017076	hg19	hg19	hg19
172223	ENSG00000126217.16	MCF2L	chr13:113548644-113759327 (+)		protein_coding	protein coding mRNAs	0.91	0.88	1.055	1.325	2.235	3.435	TCONS_00158568	XLOC_017076	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
172262	ENSG00000126226.17	PCID2	chr13:113818195-113863835 (-)		protein_coding	protein coding mRNAs	3.705	2.415	2.295	2.04	2.09	2.095	TCONS_00165014	XLOC_017898	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
172357	ENSG00000126247.6	CAPNS1	chr19:36630480-36662689 (+)		protein_coding	protein coding mRNAs	3.075	2.525	2.51	2.52	2.27	2.685	TCONS_00287400	XLOC_030334	hg19	hg19	hg19
172719	ENSG00000126461.10	SCAF1	chr19:50143721-50263944 (+)		protein_coding	protein coding mRNAs	2.615	1.315	2.16	1.35	1.485	2.55	TCONS_00292236	XLOC_030732	hg19,panTro4	hg19,panTro4	hg19
172927	ENSG00000126581.8	BECN1	chr17:40961490-40985380 (-)		protein_coding	protein coding mRNAs	1.945	1.64	3.08	1.9	2.715	2.39	TCONS_00258097	XLOC_027334	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
173130	ENSG00000126733.16	DACH2	chrX:85403303-86087882 (+)		protein_coding	protein coding mRNAs	0.37	0.985	2.44	3.345	3.425	1.83	TCONS_00610939	XLOC_067827	hg19	hg19	hg19
173131	ENSG00000126733.16	DACH2	chrX:85403303-86087882 (+)		protein_coding	protein coding mRNAs	0.37	0.985	2.44	3.345	3.425	1.83	TCONS_00610938	XLOC_067827	hg19	hg19	hg19
173133	ENSG00000126733.16	DACH2	chrX:85403303-86087882 (+)		protein_coding	protein coding mRNAs	0.37	0.985	2.44	3.345	3.425	1.83	TCONS_00610924	XLOC_067827	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
173134	ENSG00000126733.16	DACH2	chrX:85403303-86087882 (+)		protein_coding	protein coding mRNAs	0.37	0.985	2.44	3.345	3.425	1.83	TCONS_00610925	XLOC_067827	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
173135	ENSG00000126733.16	DACH2	chrX:85403303-86087882 (+)		protein_coding	protein coding mRNAs	0.37	0.985	2.44	3.345	3.425	1.83	TCONS_00610926	XLOC_067827	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
173149	ENSG00000126733.16	DACH2	chrX:85403303-86087882 (+)		protein_coding	protein coding mRNAs	0.37	0.985	2.44	3.345	3.425	1.83	TCONS_00610940	XLOC_067827	hg19	hg19	hg19
173271	ENSG00000126768.8	TIMM17B	chrX:48736259-48755410 (-)		protein_coding	protein coding mRNAs	1.91	2.34	1.955	1.83	2.025	2.25	TCONS_00618301	XLOC_068790	hg19	hg19	hg19
173419	ENSG00000126804.9	ZBTB1	chr14:64969927-65117641 (+)		protein_coding	protein coding mRNAs	2.07	2.23	2.61	2.0	1.77	1.635	TCONS_00170539	XLOC_018617	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
173427	ENSG00000126804.9	ZBTB1	chr14:64969927-65117641 (+)		protein_coding	protein coding mRNAs	2.07	2.23	2.61	2.0	1.77	1.635	TCONS_00170523	XLOC_018617	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
173432	ENSG00000126804.9	ZBTB1	chr14:64969927-65117641 (+)		protein_coding	protein coding mRNAs	2.07	2.23	2.61	2.0	1.77	1.635	TCONS_00170504	XLOC_018617	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
173841	ENSG00000126970.11	ZC4H2	chrX:64117481-64260771 (-)		protein_coding	protein coding mRNAs	1.705	1.61	1.865	1.395	2.26	1.895	TCONS_00619562	XLOC_068899	hg19	hg19	hg19
173877	ENSG00000127022.10	CANX	chr5:179105656-179271009 (+)		protein_coding	protein coding mRNAs	19.41	18.525	19.81	38.51	32.085	14.92	TCONS_00478049	XLOC_051549	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
173890	ENSG00000127054.14	CPSF3L	chr1:1245751-1260080 (-)		protein_coding	protein coding mRNAs	1.79	1.245	1.565	1.39	1.56	2.38	TCONS_00030609	XLOC_003212	hg19,rheMac8	hg19,rheMac8	hg19
175284	ENSG00000127603.19	MACF1	chr1:39546418-39956281 (+)		protein_coding	protein coding mRNAs	14.915	12.88	15.265	16.375	18.05	17.015	TCONS_00007328	XLOC_000711	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
175575	ENSG00000127863.11	TNFRSF19	chr13:24144285-24258570 (+)		protein_coding	protein coding mRNAs	2.39	2.045	1.43	1.045	0.85	1.17	TCONS_00152837	XLOC_016252	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
175734	ENSG00000127946.12	HIP1	chr7:75158488-75368345 (-)		protein_coding	protein coding mRNAs	3.82	2.765	2.64	2.15	2.4	2.135	TCONS_00548100	XLOC_060029	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
176189	ENSG00000128191.9	DGCR8	chr22:20067678-20107052 (+)		protein_coding	protein coding mRNAs	1.075	1.35	1.655	1.375	1.17	1.36	TCONS_00384668	XLOC_040782	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176321	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388500	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176325	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388498	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176329	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388490	XLOC_041174	hg19,rheMac8	hg19,rheMac8	hg19
176333	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388494	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176334	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388495	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176335	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388478	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176336	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388479	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176341	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388475	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176342	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388476	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176343	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388477	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176347	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388480	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176351	ENSG00000128268.11	MGAT3	chr22:39843195-39892006 (+)		protein_coding	protein coding mRNAs	0.23	0.47	0.655	0.715	1.09	1.59	TCONS_00388484	XLOC_041174	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176677	ENSG00000128487.12	SPECC1	chr17:19901878-20224358 (+)		protein_coding	protein coding mRNAs	3.06	2.545	3.99	2.72	3.555	2.67	TCONS_00236847	XLOC_025286	hg19,rheMac8	hg19,rheMac8	hg19
176680	ENSG00000128487.12	SPECC1	chr17:19901878-20224358 (+)		protein_coding	protein coding mRNAs	3.06	2.545	3.99	2.72	3.555	2.67	TCONS_00236815	XLOC_025286	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
176699	ENSG00000128487.12	SPECC1	chr17:19901878-20224358 (+)		protein_coding	protein coding mRNAs	3.06	2.545	3.99	2.72	3.555	2.67	TCONS_00236846	XLOC_025286	hg19	hg19	hg19
176729	ENSG00000128487.12	SPECC1	chr17:19901878-20224358 (+)		protein_coding	protein coding mRNAs	3.06	2.545	3.99	2.72	3.555	2.67	TCONS_00236848	XLOC_025286	hg19,rheMac8	hg19,rheMac8	hg19
176806	ENSG00000128512.15	DOCK4	chr7:111352418-111846572 (-)		protein_coding	protein coding mRNAs	1.795	1.525	2.355	2.525	3.465	2.26	TCONS_00552052	XLOC_060458	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
